Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2023-03-14,U (Sep 2023),24.7500,24.9500,23.7000,24.2500,24.25,-0.7526,1488,0,7887
2023-03-15,U (Sep 2023),24.1500,26.3000,24.1000,25.5500,25.585,1.335,3436,0,7777
2023-03-16,U (Sep 2023),25.7000,25.8000,24.3700,24.5000,24.4364,-1.1486,1895,0,7476
2023-03-17,U (Sep 2023),24.5500,25.8200,24.3200,25.7400,25.787,1.3506,2775,0,8151
2023-03-20,U (Sep 2023),25.5300,26.6700,25.4000,25.5500,25.5529,-0.2341,1907,0,8407
2023-03-21,U (Sep 2023),25.6000,25.6000,24.4000,24.5500,24.4673,-1.0856,2179,0,8556
2023-03-22,U (Sep 2023),24.4800,24.7000,23.8800,24.6200,24.549,0.0817,3812,0,8701
2023-03-23,U (Sep 2023),24.6000,25.1700,23.8500,24.8700,25.0371,0.4881,5075,0,9270
2023-03-24,U (Sep 2023),24.9300,25.9400,24.7500,24.9000,24.85,-0.1871,4453,0,9681
2023-03-27,U (Sep 2023),24.8900,25.0500,24.2500,24.2900,24.3558,-0.4942,3085,0,10019
2023-03-28,U (Sep 2023),24.3000,24.5500,24.1000,24.1800,24.2229,-0.1329,1910,0,10087
2023-03-29,U (Sep 2023),24.1500,24.1500,23.7700,23.8600,23.8594,-0.3635,2602,0,10277
2023-03-30,U (Sep 2023),23.8500,24.2500,23.7000,24.0200,24.0067,0.1473,3031,0,10814
2023-03-31,U (Sep 2023),24.0700,24.1200,23.8600,23.9900,23.9909,-0.0158,3015,0,11522
2023-04-03,U (Sep 2023),24.0500,24.3000,23.7000,23.7700,23.7471,-0.2438,3262,0,11745
2023-04-04,U (Sep 2023),23.8000,24.5200,23.7000,24.2700,24.2893,0.5422,5691,0,12578
2023-04-05,U (Sep 2023),24.3000,24.7000,24.3000,24.4500,24.3739,0.0846,2091,0,12576
2023-04-06,U (Sep 2023),24.4500,24.6100,24.1500,24.2700,24.286,-0.0879,2908,0,13087
2023-04-10,U (Sep 2023),24.3000,24.5700,23.8900,23.9200,23.9017,-0.3843,3005,0,13261
2023-04-11,U (Sep 2023),23.9100,24.0000,23.7000,23.8700,23.8992,-0.0025,4120,0,12979
2023-04-12,U (Sep 2023),23.8500,23.9200,23.5000,23.8500,23.8175,-0.0817,4285,0,13551
2023-04-13,U (Sep 2023),23.8700,23.9000,23.3500,23.5200,23.4906,-0.3269,5038,550,14796
2023-04-14,U (Sep 2023),23.5500,23.8700,23.5000,23.6000,23.6981,0.2075,5065,550,15932
2023-04-17,U (Sep 2023),23.6000,23.7000,23.2500,23.4200,23.35,-0.3481,6931,0,17746
2023-04-18,U (Sep 2023),23.4000,23.6500,23.3500,23.5500,23.4982,0.1482,5370,0,18480
2023-04-19,U (Sep 2023),23.5600,23.8800,23.4000,23.6000,23.5536,0.0554,5590,0,18999
2023-04-20,U (Sep 2023),23.6000,23.9700,23.5600,23.8300,23.8507,0.2971,5766,0,19450
2023-04-21,U (Sep 2023),23.8500,24.0200,23.7500,23.8800,23.8871,0.0364,3619,0,19323
2023-04-24,U (Sep 2023),23.9000,24.1000,23.8000,23.8200,23.8245,-0.0626,3393,0,19839
2023-04-25,U (Sep 2023),23.8200,24.7500,23.8200,24.4700,24.6768,0.8523,5569,0,20334
2023-04-26,U (Sep 2023),24.4500,24.6500,24.1000,24.3500,24.4018,-0.2750,5518,0,20222
2023-04-27,U (Sep 2023),24.3500,24.4000,23.9500,24.1200,24.18,-0.2218,5886,0,20544
2023-04-28,U (Sep 2023),24.2000,24.3500,24.0500,24.1000,24.1377,-0.0423,6281,0,21045
2023-05-01,U (Sep 2023),24.0700,24.1500,23.5500,23.9500,23.799,-0.3387,6765,0,20885
2023-05-02,U (Sep 2023),23.9200,24.8100,23.7600,24.2000,24.154,0.355,10869,0,21115
2023-05-03,U (Sep 2023),24.1700,24.8000,23.9800,24.7300,24.50,0.346,6735,0,21379
2023-05-04,U (Sep 2023),24.8500,25.2000,24.5000,24.9600,25.00,0.50,10393,0,21935
2023-05-05,U (Sep 2023),24.9900,24.9900,24.0500,24.2600,24.1921,-0.8079,5152,0,22242
2023-05-08,U (Sep 2023),24.2700,24.4000,24.0000,24.0600,24.0462,-0.1459,3711,0,22510
2023-05-09,U (Sep 2023),24.0500,24.2500,23.9500,24.0700,24.0971,0.0509,5612,0,22828
2023-05-10,U (Sep 2023),24.1200,24.2800,23.6600,23.7900,23.7496,-0.3475,6720,0,23814
2023-05-11,U (Sep 2023),23.7500,24.1500,23.5100,23.5600,23.55,-0.1996,5274,0,23781
2023-05-12,U (Sep 2023),23.5200,23.9000,23.3700,23.6800,23.6998,0.1498,5818,0,24162
2023-05-15,U (Sep 2023),23.7200,23.7500,23.3500,23.4100,23.3987,-0.3011,7399,0,24795
2023-05-16,U (Sep 2023),23.4000,23.9000,23.4000,23.7200,23.8204,0.4217,7563,0,24840
2023-05-17,U (Sep 2023),23.7700,23.8500,23.2600,23.3200,23.385,-0.4354,8929,0,24941
2023-05-18,U (Sep 2023),23.3200,23.3700,22.8700,22.9500,22.9476,-0.4374,10006,0,25112
2023-05-19,U (Sep 2023),22.8700,23.4200,22.6500,23.3900,23.3141,0.3665,8952,0,25557
2023-05-22,U (Sep 2023),23.4500,23.5200,23.0700,23.2300,23.249,-0.0651,5576,0,25661
2023-05-23,U (Sep 2023),23.1500,23.5500,22.9900,23.2500,23.2192,-0.0298,8421,0,26534
2023-05-24,U (Sep 2023),23.2000,23.5500,23.2000,23.2500,23.3834,0.1642,10312,0,26824
2023-05-25,U (Sep 2023),23.2000,23.4300,23.0200,23.1700,23.1973,-0.1861,6957,0,26552
2023-05-26,U (Sep 2023),23.2000,23.3000,22.4500,22.5000,22.578,-0.6193,6700,0,26231
2023-05-30,U (Sep 2023),22.4500,22.6200,22.0000,22.3600,22.4002,-0.1778,9364,0,27300
2023-05-31,U (Sep 2023),22.3700,22.6500,22.1000,22.2200,22.2006,-0.1996,5570,0,27476
2023-06-01,U (Sep 2023),22.2500,22.2600,21.3500,21.3800,21.3847,-0.8159,8063,0,27604
2023-06-02,U (Sep 2023),21.4000,21.4500,20.6000,20.9500,20.8548,-0.5299,12178,0,27374
2023-06-05,U (Sep 2023),21.0000,21.0500,20.6000,20.6300,20.65,-0.2048,7118,0,28526
2023-06-06,U (Sep 2023),20.6500,20.7500,19.7600,19.9200,19.8306,-0.8194,13611,0,31483
2023-06-07,U (Sep 2023),19.9000,20.1000,19.8000,19.9800,19.9692,0.1386,8261,0,32453
2023-06-08,U (Sep 2023),20.0300,20.0700,19.4700,19.5100,19.5489,-0.4203,8802,0,33919
2023-06-09,U (Sep 2023),19.5600,19.7000,19.3200,19.4800,19.50,-0.0489,7275,0,34809
2023-06-12,U (Sep 2023),19.5000,19.7700,19.3800,19.4200,19.4521,-0.0479,10754,0,36145
2023-06-13,U (Sep 2023),19.4200,19.6000,19.2000,19.5600,19.4069,-0.0452,10818,0,36290
2023-06-14,U (Sep 2023),19.5700,19.6500,19.1000,19.2300,19.1996,-0.2073,16846,0,38012
2023-06-15,U (Sep 2023),19.2000,19.4000,19.0500,19.3200,19.3663,0.1667,9963,0,38430
2023-06-16,U (Sep 2023),19.4000,19.4500,18.9000,19.0700,19.0387,-0.3276,13751,0,39780
2023-06-20,U (Sep 2023),19.0500,19.3500,18.9500,19.0500,19.1516,0.1129,20659,0,41585
2023-06-21,U (Sep 2023),19.0700,19.1300,18.8000,18.8700,18.8955,-0.2561,19544,0,43777
2023-06-22,U (Sep 2023),18.9000,19.1000,18.6000,18.6700,18.694,-0.2015,11763,0,44482
2023-06-23,U (Sep 2023),18.7000,19.1000,18.6700,18.8700,18.8981,0.2041,15658,0,44594
2023-06-26,U (Sep 2023),18.8800,19.0100,18.4500,18.6600,18.6367,-0.2614,18883,0,47322
2023-06-27,U (Sep 2023),18.6700,18.7000,18.0000,18.1500,18.1382,-0.4985,13736,0,47808
2023-06-28,U (Sep 2023),18.1400,18.2500,17.6000,17.7000,17.635,-0.5032,16064,0,48126
2023-06-29,U (Sep 2023),17.7100,18.0000,17.5900,17.9000,17.9989,0.3639,16327,0,46640
2023-06-30,U (Sep 2023),17.9200,17.9500,17.5000,17.6500,17.6031,-0.3958,14315,0,46615
2023-07-03,U (Sep 2023),17.6000,17.6000,17.4500,17.5600,17.5663,-0.0368,8502,0,46672
2023-07-05,U (Sep 2023),17.6000,17.8100,17.5000,17.6300,17.5986,0.0323,16429,0,48518
2023-07-06,U (Sep 2023),17.6000,19.2200,17.6000,18.3100,18.2209,0.6223,37678,355,47949
2023-07-07,U (Sep 2023),18.3500,18.5500,17.7000,17.9400,17.9438,-0.2771,25128,165,50414
2023-07-10,U (Sep 2023),17.9500,18.3000,17.6500,17.7500,17.6561,-0.2877,23155,0,54400
2023-07-11,U (Sep 2023),17.8000,17.8800,17.4000,17.6200,17.6443,-0.0118,27291,0,58579
2023-07-12,U (Sep 2023),17.6300,17.7500,17.0000,17.0800,17.1007,-0.5436,27727,252,60824
2023-07-13,U (Sep 2023),17.0700,17.1500,16.7000,17.1200,17.10,-0.0007,29869,0,68171
2023-07-14,U (Sep 2023),17.1100,17.4000,16.9500,17.0500,17.042,-0.058,26354,0,71358
2023-07-17,U (Sep 2023),17.0500,17.1500,16.7500,17.0500,17.0817,0.0397,27331,0,76006
2023-07-18,U (Sep 2023),17.1100,17.1600,16.9000,17.0300,17.0424,-0.0393,28908,0,78660
2023-07-19,U (Sep 2023),17.0500,17.4100,16.8500,17.3300,17.3468,0.3044,51166,0,84657
2023-07-20,U (Sep 2023),17.3300,17.5700,17.1500,17.2700,17.2747,-0.0721,46374,0,85719
2023-07-21,U (Sep 2023),17.3000,17.3000,16.8000,17.0700,17.0242,-0.2505,56542,0,87082
2023-07-24,U (Sep 2023),17.1000,17.1200,16.6000,16.6700,16.6594,-0.3648,48792,67,95764
2023-07-25,U (Sep 2023),16.6700,16.8000,16.4000,16.7200,16.7516,0.0922,45681,0,95761
2023-07-26,U (Sep 2023),16.7100,16.9200,16.3000,16.4200,16.3968,-0.3548,60299,0,100028
2023-07-27,U (Sep 2023),16.4300,17.3500,16.1200,16.8700,16.9633,0.5665,77010,0,104114
2023-07-28,U (Sep 2023),16.9200,16.9600,16.3000,16.6500,16.5351,-0.4282,67942,0,106920
2023-07-31,U (Sep 2023),16.5800,16.6500,16.2800,16.3600,16.3393,-0.1958,55354,415,111813
2023-08-01,U (Sep 2023),16.3800,16.8500,16.3500,16.6500,16.5652,0.2259,58890,0,117664
2023-08-02,U (Sep 2023),16.7500,18.2100,16.7100,17.8600,17.7566,1.1914,109716,0,119411
2023-08-03,U (Sep 2023),17.8800,18.5700,17.4000,17.6500,17.6502,-0.1064,86513,676,124345
2023-08-04,U (Sep 2023),17.6500,18.3500,16.8200,18.0600,18.1354,0.4852,99206,440,129976
2023-08-07,U (Sep 2023),18.0500,18.1000,17.2500,17.3000,17.40,-0.7354,76382,0,134837
2023-08-08,U (Sep 2023),17.3000,19.1500,17.2800,17.7100,17.7233,0.3233,122450,435,140518
2023-08-09,U (Sep 2023),17.7100,18.2600,17.2000,17.5700,17.5875,-0.1358,109444,676,153730
2023-08-10,U (Sep 2023),17.6200,18.1500,16.6500,17.6600,17.6997,0.1122,131846,343,166436
2023-08-11,U (Sep 2023),17.6500,18.1500,16.9500,17.0600,17.0503,-0.6494,97952,120,176837
2023-08-14,U (Sep 2023),17.0000,17.6000,16.7000,16.7600,16.7773,-0.2730,89261,508,190620
2023-08-15,U (Sep 2023),16.8000,17.9000,16.5500,17.8200,17.696,0.9187,144122,267,202050
2023-08-16,U (Sep 2023),17.8000,18.0500,17.1500,17.9600,18.0118,0.3158,114878,0,202874
2023-08-17,U (Sep 2023),18.0000,18.9500,17.6000,18.9000,18.8548,0.8430,126664,0,197902
2023-08-18,U (Sep 2023),18.8500,19.5500,18.2000,18.5000,18.4487,-0.4061,135240,450,189340
2023-08-21,U (Sep 2023),18.4400,18.5500,17.7500,18.0000,17.8493,-0.5994,85829,2320,184937
2023-08-22,U (Sep 2023),17.9600,18.2600,17.3700,17.9100,17.901,0.0517,76094,0,178905
2023-08-23,U (Sep 2023),17.9000,17.9200,16.9000,16.9500,17.2933,-0.6077,73309,0,180681
2023-08-24,U (Sep 2023),16.9000,18.1500,16.8000,18.1000,18.0102,0.7169,90320,0,176578
2023-08-25,U (Sep 2023),18.1000,18.3000,16.9500,17.3000,17.1776,-0.8326,103029,180,175084
2023-08-28,U (Sep 2023),17.1500,17.2200,16.4000,16.4500,16.4326,-0.7450,80656,950,175942
2023-08-29,U (Sep 2023),16.4200,16.6000,15.7600,15.8900,15.9027,-0.5299,91657,389,181322
2023-08-30,U (Sep 2023),15.9000,16.0500,15.2500,15.3200,15.3029,-0.5998,78615,160,177526
2023-08-31,U (Sep 2023),15.2800,15.4100,14.9300,15.0000,15.0438,-0.2591,80188,612,177857
2023-09-01,U (Sep 2023),15.0200,15.0500,14.6000,14.8000,14.7971,-0.2467,73796,205,173594
2023-09-05,U (Sep 2023),14.8000,15.2500,14.6000,15.1500,14.9927,0.1956,75191,0,168193
2023-09-06,U (Sep 2023),15.1500,15.8000,15.0000,15.3000,15.3467,0.3540,95027,0,161903
2023-09-07,U (Sep 2023),15.3000,16.2100,15.2000,15.2800,15.3022,-0.0445,89358,0,153613
2023-09-08,U (Sep 2023),15.2500,15.7000,14.6500,14.8900,14.9405,-0.3617,94162,317,150723
2023-09-11,U (Sep 2023),14.8500,14.9000,14.4000,14.6200,14.5844,-0.3561,93132,117,142084
2023-09-12,U (Sep 2023),14.6200,14.8500,14.2500,14.6000,14.6385,0.0541,85738,859,128389
2023-09-13,U (Sep 2023),14.6000,14.9500,13.9000,13.9500,13.9985,-0.6400,101662,189,116005
2023-09-14,U (Sep 2023),13.9500,13.9600,13.3000,13.3700,13.3689,-0.6296,83007,720,106590
2023-09-15,U (Sep 2023),13.3500,14.4000,13.2500,14.1500,14.2528,0.8839,93259,24,91451
2023-09-18,U (Sep 2023),14.1500,14.6300,13.8500,14.0300,14.0971,-0.1557,70305,0,78843
2023-09-19,U (Sep 2023),13.9900,14.7500,13.8000,14.1000,14.0519,-0.0452,77624,54,59594
2023-09-20,U (Sep 2023),14.1600,14.2500,13.8000,13.8600,13.96,-0.0919,2293,0,57809
